club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
US Sassuolo,Marlon,FC Barcelona,in,Summer,12.0,Serie A,FC Barcelona,Spain
US Sassuolo,Jérémie Boga,Chelsea FC U23,in,Summer,10.0,Serie A,Chelsea FC U23,England
US Sassuolo,Federico Di Francesco,Bologna FC 1909,in,Summer,7.45,Serie A,Bologna FC 1909,Italy
US Sassuolo,Khouma Babacar,ACF Fiorentina,in,Summer,7.0,Serie A,ACF Fiorentina,Italy
US Sassuolo,Giangiacomo Magnani,Juventus FC,in,Summer,5.0,Serie A,Juventus FC,Italy
US Sassuolo,Enrico Brignola,Benevento Calcio,in,Summer,3.0,Serie A,Benevento Calcio,Italy
US Sassuolo,Mehdi Bourabia,Konyaspor,in,Summer,2.2,Serie A,Konyaspor,Other
US Sassuolo,Marco Pinato,Venezia FC,in,Summer,0.55,Serie A,Venezia FC,Italy
US Sassuolo,Leonardo Sernicola,Ternana Calcio,in,Summer,0.2,Serie A,Ternana Calcio,Italy
US Sassuolo,Filip Djuricic,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
US Sassuolo,Filip Djuricic,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
US Sassuolo,Kevin-Prince Boateng,Eintracht Frankfurt,in,Summer,0.0,Serie A,Eintracht Frankfurt,Germany
US Sassuolo,Kevin-Prince Boateng,Eintracht Frankfurt,in,Summer,0.0,Serie A,Eintracht Frankfurt,Germany
SPAL,Jasmin Kurtic,Atalanta BC,in,Summer,5.3,Serie A,Atalanta BC,Italy
SPAL,Alberto Paloschi,Atalanta BC,in,Summer,4.0,Serie A,Atalanta BC,Italy
SPAL,Andrea Petagna,Atalanta BC,in,Summer,3.0,Serie A,Atalanta BC,Italy
SPAL,Bartosz Salamon,Cagliari Calcio,in,Summer,2.0,Serie A,Cagliari Calcio,Italy
SPAL,Alfred Gomis,Torino FC,in,Summer,1.5,Serie A,Torino FC,Italy
SPAL,Mirko Valdifiori,Torino FC,in,Summer,1.0,Serie A,Torino FC,Italy
SPAL,Johan Djourou,Antalyaspor,in,Summer,0.0,Serie A,Antalyaspor,Other
Torino FC,M'Baye Niang,AC Milan,in,Summer,12.0,Serie A,AC Milan,Italy
Torino FC,M'Baye Niang,AC Milan,in,Summer,12.0,Serie A,AC Milan,Italy
Torino FC,Armando Izzo,Genoa CFC,in,Summer,10.7,Serie A,Genoa CFC,Italy
Torino FC,Tomás Rincón,Juventus FC,in,Summer,5.9,Serie A,Juventus FC,Italy
Torino FC,Bremer,Clube Atlético Mineiro,in,Summer,5.8,Serie A,Clube Atlético Mineiro,Other
Torino FC,Simone Zaza,Valencia CF,in,Summer,2.0,Serie A,Valencia CF,Spain
Torino FC,Roberto Soriano,Villarreal CF,in,Summer,1.0,Serie A,Villarreal CF,Spain
Torino FC,Ola Aina,Chelsea FC,in,Summer,0.6,Serie A,Chelsea FC,England
Torino FC,Antonio Rosati,AC Perugia Calcio,in,Summer,0.0,Serie A,AC Perugia Calcio,Italy
Udinese Calcio,Rolando Mandragora,Juventus FC,in,Summer,20.0,Serie A,Juventus FC,Italy
Udinese Calcio,Lukasz Teodorczyk,RSC Anderlecht,in,Summer,7.0,Serie A,RSC Anderlecht,Belgium
Udinese Calcio,Lukasz Teodorczyk,RSC Anderlecht,in,Summer,7.0,Serie A,RSC Anderlecht,Belgium
Udinese Calcio,Felipe Vizeu,CR Flamengo,in,Summer,5.0,Serie A,CR Flamengo,Other
Udinese Calcio,Felipe Vizeu,CR Flamengo,in,Summer,5.0,Serie A,CR Flamengo,Other
Udinese Calcio,William Troost-Ekong,Bursaspor,in,Summer,3.3,Serie A,Bursaspor,Other
Chievo Verona,Marco Andreolli,Cagliari Calcio,in,Winter,0.0,Serie A,Cagliari Calcio,Italy
Empoli FC,Diego Farias,Cagliari Calcio,in,Winter,2.5,Serie A,Cagliari Calcio,Italy
Empoli FC,Kevin Diks,ACF Fiorentina,in,Winter,1.0,Serie A,ACF Fiorentina,Italy
ACF Fiorentina,Luis Muriel,Sevilla FC,in,Winter,1.0,Serie A,Sevilla FC,Spain
Frosinone Calcio,Luca Valzania,Atalanta BC,in,Winter,0.2,Serie A,Atalanta BC,Italy
Genoa CFC,Jandrei,Associação Chapecoense de Futebol,in,Winter,2.4,Serie A,Associação Chapecoense de Futebol,Other
Genoa CFC,Stefano Sturaro,Juventus FC,in,Winter,1.5,Serie A,Juventus FC,Italy
Inter Milan,Andreaw Gravillon,Delfino Pescara 1936,in,Winter,6.1,Serie A,Delfino Pescara 1936,Italy
Inter Milan,Cédric Soares,Southampton FC,in,Winter,0.5,Serie A,Southampton FC,England
Juventus FC,Martín Cáceres,SS Lazio,in,Winter,0.6,Serie A,SS Lazio,Italy
SS Lazio,Tiago Casasola,US Salernitana 1919,in,Winter,3.08,Serie A,US Salernitana 1919,Italy
AC Milan,Lucas Paquetá,CR Flamengo,in,Winter,38.4,Serie A,CR Flamengo,Other
AC Milan,Lucas Paquetá,CR Flamengo,in,Winter,38.4,Serie A,CR Flamengo,Other
AC Milan,Krzysztof Piatek,Genoa CFC,in,Winter,35.0,Serie A,Genoa CFC,Italy
Parma Calcio 1913,Juraj Kucka,Trabzonspor,in,Winter,6.4,Serie A,Trabzonspor,Other
Parma Calcio 1913,Gabriel Brazão,Cruzeiro Esporte Clube,in,Winter,2.6,Serie A,Cruzeiro Esporte Clube,Other
UC Sampdoria,Manolo Gabbiadini,Southampton FC,in,Winter,11.9,Serie A,Southampton FC,England
UC Sampdoria,Erasmo Mulè,Trapani Calcio,in,Winter,0.45,Serie A,Trapani Calcio,Italy
UC Sampdoria,Marco Sau,Cagliari Calcio,in,Winter,0.1,Serie A,Cagliari Calcio,Italy
US Sassuolo,Merih Demiral,Alanyaspor,in,Winter,0.75,Serie A,Alanyaspor,Other
Udinese Calcio,Stefano Okaka,Watford FC,in,Winter,0.5,Serie A,Watford FC,England
Udinese Calcio,Sandro,Genoa CFC,in,Winter,0.5,Serie A,Genoa CFC,Italy
Udinese Calcio,Marvin Zeegelaar,Watford FC,in,Winter,0.3,Serie A,Watford FC,England
Udinese Calcio,Ben Wilmot,Watford FC,in,Winter,0.3,Serie A,Watford FC,England
Atalanta BC,Luis Muriel,Sevilla FC,in,Summer,21.2,Serie A,Sevilla FC,Spain
Atalanta BC,Ruslan Malinovskyi,KRC Genk,in,Summer,13.6,Serie A,KRC Genk,Belgium
Atalanta BC,Marco Varnier,AS Cittadella,in,Summer,2.25,Serie A,AS Cittadella,Italy
Bologna FC 1909,Riccardo Orsolini,Juventus FC,in,Summer,15.0,Serie A,Juventus FC,Italy
Bologna FC 1909,Roberto Soriano,Villarreal CF,in,Summer,8.0,Serie A,Villarreal CF,Spain
Bologna FC 1909,Nicola Sansone,Villarreal CF,in,Summer,8.0,Serie A,Villarreal CF,Spain
Bologna FC 1909,Stefano Denswil,Club Brugge KV,in,Summer,6.0,Serie A,Club Brugge KV,Belgium
Bologna FC 1909,Stefano Denswil,Club Brugge KV,in,Summer,6.0,Serie A,Club Brugge KV,Belgium
Bologna FC 1909,Danilo,Udinese Calcio,in,Summer,0.415,Serie A,Udinese Calcio,Italy
Brescia Calcio,Jesse Joronen,FC Copenhagen,in,Summer,5.0,Serie A,FC Copenhagen,Other
Brescia Calcio,Luca Tremolada,Virtus Entella,in,Summer,0.9,Serie A,Virtus Entella,Italy
Brescia Calcio,Bruno Martella,FC Crotone,in,Summer,0.8,Serie A,FC Crotone,Italy
Cagliari Calcio,Alberto Cerri,Juventus FC,in,Summer,9.0,Serie A,Juventus FC,Italy
Cagliari Calcio,Giovanni Simeone,ACF Fiorentina,in,Summer,3.0,Serie A,ACF Fiorentina,Italy
Cagliari Calcio,Guglielmo Vicario,Venezia FC,in,Summer,2.0,Serie A,Venezia FC,Italy
Cagliari Calcio,Marko Rog,SSC Napoli,in,Summer,1.3,Serie A,SSC Napoli,Italy
Cagliari Calcio,Federico Mattiello,Atalanta BC,in,Summer,0.6,Serie A,Atalanta BC,Italy
ACF Fiorentina,Erick Pulgar,Bologna FC 1909,in,Summer,12.3,Serie A,Bologna FC 1909,Italy
ACF Fiorentina,Milan Badelj,SS Lazio,in,Summer,0.7,Serie A,SS Lazio,Italy
ACF Fiorentina,Riccardo Baroni,Virtus Entella,in,Summer,0.4,Serie A,Virtus Entella,Italy
ACF Fiorentina,Martín Cáceres,SS Lazio,in,Summer,0.0,Serie A,SS Lazio,Italy
Genoa CFC,Stefano Sturaro,Juventus FC,in,Summer,16.5,Serie A,Juventus FC,Italy
Genoa CFC,Andrea Favilli,Juventus FC,in,Summer,7.0,Serie A,Juventus FC,Italy
Genoa CFC,Peter Ankersen,FC Copenhagen,in,Summer,1.0,Serie A,FC Copenhagen,Other
Genoa CFC,Marko Pajac,Cagliari Calcio,in,Summer,0.3,Serie A,Cagliari Calcio,Italy
Genoa CFC,Cristián Zapata,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
Genoa CFC,Cristián Zapata,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
Hellas Verona,Pawel Dawidowicz,SL Benfica,in,Summer,3.5,Serie A,SL Benfica,Portugal
Hellas Verona,Samuel Di Carmine,AC Perugia Calcio,in,Summer,2.5,Serie A,AC Perugia Calcio,Italy
Hellas Verona,Alberto Almici,Atalanta BC,in,Summer,0.5,Serie A,Atalanta BC,Italy
Hellas Verona,Luca Marrone,Juventus FC,in,Summer,0.45,Serie A,Juventus FC,Italy
Hellas Verona,Antonio Di Gaudio,Parma Calcio 1913,in,Summer,0.4,Serie A,Parma Calcio 1913,Italy
Hellas Verona,Emmanuel Badu,Udinese Calcio,in,Summer,0.37,Serie A,Udinese Calcio,Italy
Hellas Verona,Davide Faraoni,FC Crotone,in,Summer,0.3,Serie A,FC Crotone,Italy
Hellas Verona,Gennaro Tutino,SSC Napoli,in,Summer,0.125,Serie A,SSC Napoli,Italy
Hellas Verona,Mattia Chiesa,GSD Ambrosiana,in,Summer,0.093,Serie A,GSD Ambrosiana,Italy
Hellas Verona,Darko Lazović,Genoa CFC,in,Summer,0.0,Serie A,Genoa CFC,Italy
Hellas Verona,Miguel Veloso,Genoa CFC,in,Summer,0.0,Serie A,Genoa CFC,Italy
Inter Milan,Valentino Lazaro,Hertha BSC,in,Summer,22.4,Serie A,Hertha BSC,Germany
Inter Milan,Nicolò Barella,Cagliari Calcio,in,Summer,12.0,Serie A,Cagliari Calcio,Italy
Inter Milan,Ionut Radu,Genoa CFC,in,Summer,10.6,Serie A,Genoa CFC,Italy
Inter Milan,Eddie Salcedo,Genoa CFC,in,Summer,10.0,Serie A,Genoa CFC,Italy
Inter Milan,Gabriel Brazão,Parma Calcio 1913,in,Summer,6.0,Serie A,Parma Calcio 1913,Italy
Inter Milan,Lucien Agoumé,FC Sochaux-Montbéliard,in,Summer,4.5,Serie A,FC Sochaux-Montbéliard,France
Juventus FC,Cristian Romero,Genoa CFC,in,Summer,31.5,Serie A,Genoa CFC,Italy
Juventus FC,Luca Pellegrini,AS Roma,in,Summer,22.0,Serie A,AS Roma,Italy
Juventus FC,Luca Pellegrini,AS Roma,in,Summer,22.0,Serie A,AS Roma,Italy
Juventus FC,Aaron Ramsey,Arsenal FC,in,Summer,0.0,Serie A,Arsenal FC,England
SS Lazio,Pedro Neto,SC Braga,in,Summer,11.0,Serie A,SC Braga,Portugal
SS Lazio,Denis Vavro,FC Copenhagen,in,Summer,10.5,Serie A,FC Copenhagen,Other
SS Lazio,Bruno Jordão,SC Braga,in,Summer,5.3,Serie A,SC Braga,Portugal
SS Lazio,Jony,Málaga CF,in,Summer,1.45,Serie A,Málaga CF,Spain
SS Lazio,Luca Germoni,Virtus Entella,in,Summer,0.001,Serie A,Virtus Entella,Italy
SS Lazio,Bobby Adekanye,Liverpool FC U23,in,Summer,0.0,Serie A,Liverpool FC U23,England
US Lecce,Diego Farias,Cagliari Calcio,in,Summer,1.05,Serie A,Cagliari Calcio,Italy
US Lecce,Luca Rossettini,Genoa CFC,in,Summer,0.5,Serie A,Genoa CFC,Italy
US Lecce,Biagio Meccariello,Brescia Calcio,in,Summer,0.1,Serie A,Brescia Calcio,Italy
US Lecce,Gabriel,AC Perugia Calcio,in,Summer,0.0,Serie A,AC Perugia Calcio,Italy
AC Milan,Franck Kessié,Atalanta BC,in,Summer,32.0,Serie A,Atalanta BC,Italy
AC Milan,Léo Duarte,CR Flamengo,in,Summer,10.6,Serie A,CR Flamengo,Other
AC Milan,Léo Duarte,CR Flamengo,in,Summer,10.6,Serie A,CR Flamengo,Other
SSC Napoli,Hirving Lozano,PSV Eindhoven,in,Summer,45.0,Serie A,PSV Eindhoven,Netherlands
SSC Napoli,Konstantinos Manolas,AS Roma,in,Summer,36.0,Serie A,AS Roma,Italy
SSC Napoli,Konstantinos Manolas,AS Roma,in,Summer,36.0,Serie A,AS Roma,Italy
SSC Napoli,Alex Meret,Udinese Calcio,in,Summer,26.0,Serie A,Udinese Calcio,Italy
SSC Napoli,David Ospina,Arsenal FC,in,Summer,3.5,Serie A,Arsenal FC,England
SSC Napoli,Orestis Karnezis,Udinese Calcio,in,Summer,1.5,Serie A,Udinese Calcio,Italy
SSC Napoli,Franco Ferrari,Genoa CFC,in,Summer,0.75,Serie A,Genoa CFC,Italy
Parma Calcio 1913,Mattia Sprocati,SS Lazio,in,Summer,3.0,Serie A,SS Lazio,Italy
Parma Calcio 1913,José Machín,Delfino Pescara 1936,in,Summer,2.8,Serie A,Delfino Pescara 1936,Italy
Parma Calcio 1913,Vincent Laurini,ACF Fiorentina,in,Summer,0.44,Serie A,ACF Fiorentina,Italy
Parma Calcio 1913,Simone Colombi,Carpi FC 1909,in,Summer,0.051,Serie A,Carpi FC 1909,Italy
AS Roma,Leonardo Spinazzola,Juventus FC,in,Summer,29.5,Serie A,Juventus FC,Italy
AS Roma,Bryan Cristante,Atalanta BC,in,Summer,22.0,Serie A,Atalanta BC,Italy
AS Roma,Amadou Diawara,SSC Napoli,in,Summer,21.0,Serie A,SSC Napoli,Italy
AS Roma,Henrikh Mkhitaryan,Arsenal FC,in,Summer,3.1,Serie A,Arsenal FC,England
AS Roma,Gianluca Mancini,Atalanta BC,in,Summer,2.0,Serie A,Atalanta BC,Italy
AS Roma,Jordan Veretout,ACF Fiorentina,in,Summer,1.0,Serie A,ACF Fiorentina,Italy
UC Sampdoria,Emil Audero,Juventus FC,in,Summer,20.0,Serie A,Juventus FC,Italy
UC Sampdoria,Jakub Jankto,Udinese Calcio,in,Summer,14.5,Serie A,Udinese Calcio,Italy
UC Sampdoria,Julian Chabot,FC Groningen,in,Summer,3.7,Serie A,FC Groningen,Netherlands
UC Sampdoria,Alex Ferrari,Bologna FC 1909,in,Summer,3.6,Serie A,Bologna FC 1909,Italy
UC Sampdoria,Leonardo Benedetti,Spezia Calcio,in,Summer,0.85,Serie A,Spezia Calcio,Italy
UC Sampdoria,Morten Thorsby,SC Heerenveen,in,Summer,0.0,Serie A,SC Heerenveen,Netherlands
US Sassuolo,Manuel Locatelli,AC Milan,in,Summer,14.0,Serie A,AC Milan,Italy
US Sassuolo,Manuel Locatelli,AC Milan,in,Summer,14.0,Serie A,AC Milan,Italy
US Sassuolo,Merih Demiral,Alanyaspor,in,Summer,8.0,Serie A,Alanyaspor,Other
US Sassuolo,Alessandro Russo,Genoa CFC,in,Summer,7.0,Serie A,Genoa CFC,Italy
US Sassuolo,Rogério,Juventus FC,in,Summer,6.95,Serie A,Juventus FC,Italy
US Sassuolo,Grégoire Defrel,AS Roma,in,Summer,3.0,Serie A,AS Roma,Italy
US Sassuolo,Grégoire Defrel,AS Roma,in,Summer,3.0,Serie A,AS Roma,Italy
US Sassuolo,Jeremy Toljan,Borussia Dortmund,in,Summer,2.25,Serie A,Borussia Dortmund,Germany
US Sassuolo,Andrea Meroni,AC Pisa 1909,in,Summer,0.7,Serie A,AC Pisa 1909,Italy
SPAL,Andrea Petagna,Atalanta BC,in,Summer,12.0,Serie A,Atalanta BC,Italy
SPAL,Alessandro Murgia,SS Lazio,in,Summer,4.0,Serie A,SS Lazio,Italy
SPAL,Arkadiusz Reca,Atalanta BC,in,Summer,0.4,Serie A,Atalanta BC,Italy
SPAL,Davide Mazzocco,Calcio Padova,in,Summer,0.0,Serie A,Calcio Padova,Italy
SPAL,Jacopo Sala,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
SPAL,Jacopo Sala,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
Torino FC,Simone Zaza,Valencia CF,in,Summer,12.0,Serie A,Valencia CF,Spain
Torino FC,Ola Aina,Chelsea FC,in,Summer,9.8,Serie A,Chelsea FC,England
Torino FC,Koffi Djidji,FC Nantes,in,Summer,3.0,Serie A,FC Nantes,France
Torino FC,Diego Laxalt,AC Milan,in,Summer,0.5,Serie A,AC Milan,Italy
Torino FC,Diego Laxalt,AC Milan,in,Summer,0.5,Serie A,AC Milan,Italy
Udinese Calcio,Walace,Hannover 96,in,Summer,6.0,Serie A,Hannover 96,Germany
Udinese Calcio,Walace,Hannover 96,in,Summer,6.0,Serie A,Hannover 96,Germany
Udinese Calcio,Rodrigo Becão,Esporte Clube Bahia,in,Summer,1.6,Serie A,Esporte Clube Bahia,Other
Udinese Calcio,Sebastien De Maio,Bologna FC 1909,in,Summer,1.5,Serie A,Bologna FC 1909,Italy
Udinese Calcio,Cristo González,Real Madrid Castilla,in,Summer,1.5,Serie A,Real Madrid Castilla,Spain
Atalanta BC,Duván Zapata,UC Sampdoria,in,Winter,12.0,Serie A,UC Sampdoria,Italy
Atalanta BC,Duván Zapata,UC Sampdoria,in,Winter,12.0,Serie A,UC Sampdoria,Italy
Atalanta BC,Lennart Czyborra,Heracles Almelo,in,Winter,4.6,Serie A,Heracles Almelo,Netherlands
Atalanta BC,Mattia Caldara,AC Milan,in,Winter,0.9,Serie A,AC Milan,Italy
Atalanta BC,Mattia Caldara,AC Milan,in,Winter,0.9,Serie A,AC Milan,Italy
Atalanta BC,Adrien Tamèze,OGC Nice,in,Winter,0.512,Serie A,OGC Nice,France
Brescia Calcio,Simon Skrabb,IFK Norrköping,in,Winter,2.8,Serie A,IFK Norrköping,Other
Cagliari Calcio,Gastón Pereiro,PSV Eindhoven,in,Winter,4.6,Serie A,PSV Eindhoven,Netherlands
ACF Fiorentina,Christian Kouamé,Genoa CFC,in,Winter,1.0,Serie A,Genoa CFC,Italy
Genoa CFC,Mattia Perin,Juventus FC,in,Winter,0.521,Serie A,Juventus FC,Italy
Genoa CFC,Sebastian Eriksson,IFK Göteborg,in,Winter,0.05,Serie A,IFK Göteborg,Other
Genoa CFC,Vittorio Parigini,Torino FC,in,Winter,0.0,Serie A,Torino FC,Italy
Hellas Verona,Sofyan Amrabat,Club Brugge KV,in,Winter,3.65,Serie A,Club Brugge KV,Belgium
Hellas Verona,Sofyan Amrabat,Club Brugge KV,in,Winter,3.65,Serie A,Club Brugge KV,Belgium
Hellas Verona,Matteo Lovato,Calcio Padova,in,Winter,2.2,Serie A,Calcio Padova,Italy
Hellas Verona,Fabio Borini,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
Hellas Verona,Fabio Borini,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
Inter Milan,Victor Moses,Chelsea FC,in,Winter,0.216,Serie A,Chelsea FC,England
Juventus FC,Dejan Kulusevski,Atalanta BC,in,Winter,35.0,Serie A,Atalanta BC,Italy
SS Lazio,Emanuele Cicerelli,US Salernitana 1919,in,Winter,2.54,Serie A,US Salernitana 1919,Italy
SS Lazio,Biagio Morrone,US Salernitana 1919,in,Winter,0.53,Serie A,US Salernitana 1919,Italy
AC Milan,Alexis Saelemaekers,RSC Anderlecht,in,Winter,3.25,Serie A,RSC Anderlecht,Belgium
AC Milan,Alexis Saelemaekers,RSC Anderlecht,in,Winter,3.25,Serie A,RSC Anderlecht,Belgium
AC Milan,Asmir Begovic,AFC Bournemouth,in,Winter,0.125,Serie A,AFC Bournemouth,England
SSC Napoli,Stanislav Lobotka,Celta de Vigo,in,Winter,21.0,Serie A,Celta de Vigo,Spain
SSC Napoli,Diego Demme,RB Leipzig,in,Winter,10.25,Serie A,RB Leipzig,Germany
SSC Napoli,Diego Demme,RB Leipzig,in,Winter,10.25,Serie A,RB Leipzig,Germany
Parma Calcio 1913,Gastón Brugman,Delfino Pescara 1936,in,Winter,2.55,Serie A,Delfino Pescara 1936,Italy
Parma Calcio 1913,Gianluca Caprari,UC Sampdoria,in,Winter,2.1,Serie A,UC Sampdoria,Italy
Parma Calcio 1913,Gianluca Caprari,UC Sampdoria,in,Winter,2.1,Serie A,UC Sampdoria,Italy
AS Roma,Gonzalo Villar,Elche CF,in,Winter,5.0,Serie A,Elche CF,Spain
AS Roma,Carles Pérez,FC Barcelona,in,Winter,1.0,Serie A,FC Barcelona,Spain
UC Sampdoria,Jeison Murillo,Valencia CF,in,Winter,13.3,Serie A,Valencia CF,Spain
Udinese Calcio,Marvin Zeegelaar,Watford FC,in,Winter,2.0,Serie A,Watford FC,England
Atalanta BC,Mario Pasalic,Chelsea FC,in,Summer,14.5,Serie A,Chelsea FC,England
Atalanta BC,Sam Lammers,PSV Eindhoven,in,Summer,8.0,Serie A,PSV Eindhoven,Netherlands
Atalanta BC,Simone Muratore,Juventus FC,in,Summer,7.0,Serie A,Juventus FC,Italy
Atalanta BC,Cristian Romero,Juventus FC,in,Summer,2.32,Serie A,Juventus FC,Italy
Atalanta BC,Fabio Depaoli,UC Sampdoria,in,Summer,0.6,Serie A,UC Sampdoria,Italy
Atalanta BC,Fabio Depaoli,UC Sampdoria,in,Summer,0.6,Serie A,UC Sampdoria,Italy
Atalanta BC,Johan Mojica,Girona FC,in,Summer,0.52,Serie A,Girona FC,Spain
Benevento Calcio,Gianluca Lapadula,Genoa CFC,in,Summer,4.0,Serie A,Genoa CFC,Italy
Benevento Calcio,Artur Ionita,Cagliari Calcio,in,Summer,1.5,Serie A,Cagliari Calcio,Italy
Benevento Calcio,Gianluca Caprari,UC Sampdoria,in,Summer,1.3,Serie A,UC Sampdoria,Italy
Benevento Calcio,Gianluca Caprari,UC Sampdoria,in,Summer,1.3,Serie A,UC Sampdoria,Italy
Benevento Calcio,Daam Foulon,Waasland-Beveren,in,Summer,0.5,Serie A,Waasland-Beveren,Belgium
Benevento Calcio,Bryan Dabo,ACF Fiorentina,in,Summer,0.5,Serie A,ACF Fiorentina,Italy
Benevento Calcio,Iago Falque,Torino FC,in,Summer,0.5,Serie A,Torino FC,Italy
Bologna FC 1909,Aaron Hickey,Heart of Midlothian FC,in,Summer,1.7,Serie A,Heart of Midlothian FC,Other
Bologna FC 1909,Lorenzo De Silvestri,Torino FC,in,Summer,0.0,Serie A,Torino FC,Italy
Cagliari Calcio,Marko Rog,SSC Napoli,in,Summer,15.0,Serie A,SSC Napoli,Italy
Cagliari Calcio,Giovanni Simeone,ACF Fiorentina,in,Summer,13.0,Serie A,ACF Fiorentina,Italy
Cagliari Calcio,Matteo Tramoni,AC Ajaccio,in,Summer,1.38,Serie A,AC Ajaccio,France
FC Crotone,Jacopo Petriccione,US Lecce,in,Summer,1.5,Serie A,US Lecce,Italy
FC Crotone,Sebastiano Luperto,SSC Napoli,in,Summer,0.5,Serie A,SSC Napoli,Italy
FC Crotone,Arkadiusz Reca,Atalanta BC,in,Summer,0.1,Serie A,Atalanta BC,Italy
FC Crotone,Luca Cigarini,Cagliari Calcio,in,Summer,0.0,Serie A,Cagliari Calcio,Italy
ACF Fiorentina,Christian Kouamé,Genoa CFC,in,Summer,11.0,Serie A,Genoa CFC,Italy
ACF Fiorentina,José Callejón,SSC Napoli,in,Summer,0.0,Serie A,SSC Napoli,Italy
ACF Fiorentina,Giacomo Bonaventura,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
ACF Fiorentina,Giacomo Bonaventura,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
Genoa CFC,Mattia Bani,Bologna FC 1909,in,Summer,5.0,Serie A,Bologna FC 1909,Italy
Genoa CFC,Milan Badelj,SS Lazio,in,Summer,1.95,Serie A,SS Lazio,Italy
Genoa CFC,Lennart Czyborra,Atalanta BC,in,Summer,0.2,Serie A,Atalanta BC,Italy
Genoa CFC,Mattia Destro,Bologna FC 1909,in,Summer,0.0,Serie A,Bologna FC 1909,Italy
Hellas Verona,Adrien Tamèze,OGC Nice,in,Summer,3.9,Serie A,OGC Nice,France
Hellas Verona,Koray Günter,Genoa CFC,in,Summer,2.4,Serie A,Genoa CFC,Italy
Hellas Verona,Mert Cetin,AS Roma,in,Summer,1.0,Serie A,AS Roma,Italy
Hellas Verona,Mert Cetin,AS Roma,in,Summer,1.0,Serie A,AS Roma,Italy
Hellas Verona,Emmanuel Badu,Udinese Calcio,in,Summer,0.8,Serie A,Udinese Calcio,Italy
Hellas Verona,Marco Benassi,ACF Fiorentina,in,Summer,0.8,Serie A,ACF Fiorentina,Italy
Hellas Verona,Ronaldo Vieira,UC Sampdoria,in,Summer,0.75,Serie A,UC Sampdoria,Italy
Hellas Verona,Ronaldo Vieira,UC Sampdoria,in,Summer,0.75,Serie A,UC Sampdoria,Italy
Hellas Verona,Michele Vano,Carpi FC 1909,in,Summer,0.5,Serie A,Carpi FC 1909,Italy
Hellas Verona,Antonin Barak,Udinese Calcio,in,Summer,0.5,Serie A,Udinese Calcio,Italy
Hellas Verona,Bachir Mané,Carpi FC 1909,in,Summer,0.0,Serie A,Carpi FC 1909,Italy
Inter Milan,Nicolò Barella,Cagliari Calcio,in,Summer,32.5,Serie A,Cagliari Calcio,Italy
Inter Milan,Andrea Pinamonti,Genoa CFC,in,Summer,21.0,Serie A,Genoa CFC,Italy
Inter Milan,Aleksandar Kolarov,AS Roma,in,Summer,1.5,Serie A,AS Roma,Italy
Inter Milan,Aleksandar Kolarov,AS Roma,in,Summer,1.5,Serie A,AS Roma,Italy
Inter Milan,Arturo Vidal,FC Barcelona,in,Summer,1.0,Serie A,FC Barcelona,Spain
Juventus FC,Arthur Melo,FC Barcelona,in,Summer,76.0,Serie A,FC Barcelona,Spain
Juventus FC,Rolando Mandragora,Udinese Calcio,in,Summer,15.0,Serie A,Udinese Calcio,Italy
Juventus FC,Federico Chiesa,ACF Fiorentina,in,Summer,12.6,Serie A,ACF Fiorentina,Italy
Juventus FC,Weston McKennie,FC Schalke 04,in,Summer,4.5,Serie A,FC Schalke 04,Germany
Juventus FC,Stefano Gori,AC Pisa 1909,in,Summer,3.0,Serie A,AC Pisa 1909,Italy
SS Lazio,Jean-Daniel Akpa Akpro,US Salernitana 1919,in,Summer,12.7,Serie A,US Salernitana 1919,Italy
SS Lazio,Wesley Hoedt,Southampton FC,in,Summer,1.0,Serie A,Southampton FC,England
SS Lazio,Pepe Reina,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
SS Lazio,Pepe Reina,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
SS Lazio,Gonzalo Escalante,SD Eibar,in,Summer,0.0,Serie A,SD Eibar,Spain
AC Milan,Alexis Saelemaekers,RSC Anderlecht,in,Summer,7.65,Serie A,RSC Anderlecht,Belgium
AC Milan,Alexis Saelemaekers,RSC Anderlecht,in,Summer,7.65,Serie A,RSC Anderlecht,Belgium
AC Milan,Ante Rebic,Eintracht Frankfurt,in,Summer,6.7,Serie A,Eintracht Frankfurt,Germany
AC Milan,Ante Rebic,Eintracht Frankfurt,in,Summer,6.7,Serie A,Eintracht Frankfurt,Germany
AC Milan,Sandro Tonali,Brescia Calcio,in,Summer,5.0,Serie A,Brescia Calcio,Italy
AC Milan,Simon Kjaer,Sevilla FC,in,Summer,3.68,Serie A,Sevilla FC,Spain
