club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
SSC Napoli,Tiemoué Bakayoko,Chelsea FC,in,Summer,1.75,Serie A,Chelsea FC,England
SSC Napoli,Leonardo Candellone,Torino FC,in,Summer,0.5,Serie A,Torino FC,Italy
Parma Calcio 1913,Roberto Inglese,SSC Napoli,in,Summer,21.8,Serie A,SSC Napoli,Italy
Parma Calcio 1913,Alberto Grassi,SSC Napoli,in,Summer,8.45,Serie A,SSC Napoli,Italy
Parma Calcio 1913,Giuseppe Pezzella,Udinese Calcio,in,Summer,5.75,Serie A,Udinese Calcio,Italy
Parma Calcio 1913,Luigi Sepe,SSC Napoli,in,Summer,4.58,Serie A,SSC Napoli,Italy
Parma Calcio 1913,Yordan Osorio,FC Porto,in,Summer,4.1,Serie A,FC Porto,Portugal
Parma Calcio 1913,Wylan Cyprien,OGC Nice,in,Summer,1.5,Serie A,OGC Nice,France
AS Roma,Gianluca Mancini,Atalanta BC,in,Summer,21.0,Serie A,Atalanta BC,Italy
AS Roma,Jordan Veretout,ACF Fiorentina,in,Summer,17.5,Serie A,ACF Fiorentina,Italy
AS Roma,Carles Pérez,FC Barcelona,in,Summer,13.0,Serie A,FC Barcelona,Spain
AS Roma,Pedro,Chelsea FC,in,Summer,0.0,Serie A,Chelsea FC,England
AS Roma,Henrikh Mkhitaryan,Arsenal FC,in,Summer,0.0,Serie A,Arsenal FC,England
UC Sampdoria,Lorenzo Tonelli,SSC Napoli,in,Summer,2.0,Serie A,SSC Napoli,Italy
UC Sampdoria,Tommaso Augello,Spezia Calcio,in,Summer,1.5,Serie A,Spezia Calcio,Italy
UC Sampdoria,Matteo Stoppa,Juventus FC,in,Summer,1.0,Serie A,Juventus FC,Italy
UC Sampdoria,Maya Yoshida,Southampton FC,in,Summer,0.0,Serie A,Southampton FC,England
UC Sampdoria,Nicola Ravaglia,US Cremonese,in,Summer,0.0,Serie A,US Cremonese,Italy
US Sassuolo,Grégoire Defrel,AS Roma,in,Summer,10.0,Serie A,AS Roma,Italy
US Sassuolo,Grégoire Defrel,AS Roma,in,Summer,10.0,Serie A,AS Roma,Italy
US Sassuolo,Vlad Chiriches,SSC Napoli,in,Summer,9.5,Serie A,SSC Napoli,Italy
US Sassuolo,Filippo Romagna,Cagliari Calcio,in,Summer,4.0,Serie A,Cagliari Calcio,Italy
US Sassuolo,Kaan Ayhan,Fortuna Düsseldorf,in,Summer,2.5,Serie A,Fortuna Düsseldorf,Germany
Spezia Calcio,Jeroen Zoet,PSV Eindhoven,in,Summer,1.5,Serie A,PSV Eindhoven,Netherlands
Spezia Calcio,Diego Farias,Cagliari Calcio,in,Summer,0.5,Serie A,Cagliari Calcio,Italy
Spezia Calcio,Julian Chabot,UC Sampdoria,in,Summer,0.2,Serie A,UC Sampdoria,Italy
Spezia Calcio,Julian Chabot,UC Sampdoria,in,Summer,0.2,Serie A,UC Sampdoria,Italy
Spezia Calcio,Léo Sena,Clube Atlético Mineiro,in,Summer,0.18,Serie A,Clube Atlético Mineiro,Other
Spezia Calcio,Kevin Agudelo,Genoa CFC,in,Summer,0.1,Serie A,Genoa CFC,Italy
Spezia Calcio,Rafael,Cagliari Calcio,in,Summer,0.0,Serie A,Cagliari Calcio,Italy
Spezia Calcio,M'Bala Nzola,Trapani Calcio,in,Summer,0.0,Serie A,Trapani Calcio,Italy
Torino FC,Simone Verdi,SSC Napoli,in,Summer,22.0,Serie A,SSC Napoli,Italy
Torino FC,Karol Linetty,UC Sampdoria,in,Summer,7.5,Serie A,UC Sampdoria,Italy
Torino FC,Karol Linetty,UC Sampdoria,in,Summer,7.5,Serie A,UC Sampdoria,Italy
Torino FC,Mërgim Vojvoda,Standard Liège,in,Summer,5.2,Serie A,Standard Liège,Belgium
Torino FC,Ricardo Rodríguez,AC Milan,in,Summer,1.95,Serie A,AC Milan,Italy
Torino FC,Ricardo Rodríguez,AC Milan,in,Summer,1.95,Serie A,AC Milan,Italy
Torino FC,Federico Bonazzoli,UC Sampdoria,in,Summer,1.5,Serie A,UC Sampdoria,Italy
Torino FC,Federico Bonazzoli,UC Sampdoria,in,Summer,1.5,Serie A,UC Sampdoria,Italy
Udinese Calcio,Jean-Victor Makengo,OGC Nice,in,Summer,3.5,Serie A,OGC Nice,France
Atalanta BC,Joakim Maehle,KRC Genk,in,Winter,13.7,Serie A,KRC Genk,Belgium
Cagliari Calcio,Alfred Duncan,ACF Fiorentina,in,Winter,1.0,Serie A,ACF Fiorentina,Italy
Cagliari Calcio,Daniele Rugani,Juventus FC,in,Winter,0.8,Serie A,Juventus FC,Italy
ACF Fiorentina,Youssef Maleh,Venezia FC,in,Winter,0.8,Serie A,Venezia FC,Italy
ACF Fiorentina,Antonio Rosati,Torino FC,in,Winter,0.0,Serie A,Torino FC,Italy
Genoa CFC,Manolo Portanova,Juventus FC,in,Winter,12.0,Serie A,Juventus FC,Italy
Hellas Verona,Kevin Lasagna,Udinese Calcio,in,Winter,0.15,Serie A,Udinese Calcio,Italy
Juventus FC,Nicolò Rovella,Genoa CFC,in,Winter,26.0,Serie A,Genoa CFC,Italy
SS Lazio,Mateo Musacchio,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
SS Lazio,Mateo Musacchio,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
AC Milan,Fikayo Tomori,Chelsea FC,in,Winter,0.6,Serie A,Chelsea FC,England
AC Milan,Soualiho Meïté,Torino FC,in,Winter,0.5,Serie A,Torino FC,Italy
Parma Calcio 1913,Mattia Bani,Genoa CFC,in,Winter,1.5,Serie A,Genoa CFC,Italy
UC Sampdoria,Ernesto Torregrossa,Brescia Calcio,in,Winter,0.5,Serie A,Brescia Calcio,Italy
Torino FC,Rolando Mandragora,Juventus FC,in,Winter,1.05,Serie A,Juventus FC,Italy
Udinese Calcio,Gerard Deulofeu,Watford FC,in,Winter,17.0,Serie A,Watford FC,England
Inter Milan,Zinho Vanheusden,Standard Liège,in,Summer,16.2,Serie A,Standard Liège,Belgium
Inter Milan,Denzel Dumfries,PSV Eindhoven,in,Summer,14.25,Serie A,PSV Eindhoven,Netherlands
Inter Milan,Joaquín Correa,SS Lazio,in,Summer,6.0,Serie A,SS Lazio,Italy
Inter Milan,Matteo Darmian,Parma Calcio 1913,in,Summer,3.3,Serie A,Parma Calcio 1913,Italy
Inter Milan,Edin Dzeko,AS Roma,in,Summer,2.8,Serie A,AS Roma,Italy
Inter Milan,Edin Dzeko,AS Roma,in,Summer,2.8,Serie A,AS Roma,Italy
Inter Milan,Alex Cordaz,FC Crotone,in,Summer,0.0,Serie A,FC Crotone,Italy
Inter Milan,Hakan Calhanoglu,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
Inter Milan,Hakan Calhanoglu,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
AC Milan,Fikayo Tomori,Chelsea FC,in,Summer,31.6,Serie A,Chelsea FC,England
AC Milan,Sandro Tonali,Brescia Calcio,in,Summer,14.5,Serie A,Brescia Calcio,Italy
AC Milan,Tiemoué Bakayoko,Chelsea FC,in,Summer,3.0,Serie A,Chelsea FC,England
AC Milan,Olivier Giroud,Chelsea FC,in,Summer,2.85,Serie A,Chelsea FC,England
AC Milan,Junior Messias,FC Crotone,in,Summer,2.0,Serie A,FC Crotone,Italy
AC Milan,Alessandro Florenzi,AS Roma,in,Summer,1.87,Serie A,AS Roma,Italy
AC Milan,Alessandro Florenzi,AS Roma,in,Summer,1.87,Serie A,AS Roma,Italy
Atalanta BC,Juan Musso,Udinese Calcio,in,Summer,20.5,Serie A,Udinese Calcio,Italy
Atalanta BC,Cristian Romero,Juventus FC,in,Summer,17.0,Serie A,Juventus FC,Italy
Atalanta BC,Teun Koopmeiners,AZ Alkmaar,in,Summer,14.0,Serie A,AZ Alkmaar,Netherlands
Atalanta BC,Davide Zappacosta,Chelsea FC,in,Summer,6.0,Serie A,Chelsea FC,England
Juventus FC,Weston McKennie,FC Schalke 04,in,Summer,20.5,Serie A,FC Schalke 04,Germany
Juventus FC,Moise Kean,Everton FC,in,Summer,7.0,Serie A,Everton FC,England
Juventus FC,Kaio Jorge,Santos FC,in,Summer,3.0,Serie A,Santos FC,Other
Juventus FC,Kaio Jorge,Santos FC,in,Summer,3.0,Serie A,Santos FC,Other
Juventus FC,Mohamed Ihattaren,PSV Eindhoven,in,Summer,1.9,Serie A,PSV Eindhoven,Netherlands
SSC Napoli,Frank Anguissa,Fulham FC,in,Summer,0.6,Serie A,Fulham FC,England
SSC Napoli,Juan Jesus,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
SSC Napoli,Juan Jesus,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
SS Lazio,Pedro,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
SS Lazio,Pedro,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
SS Lazio,Elseid Hysaj,SSC Napoli,in,Summer,0.0,Serie A,SSC Napoli,Italy
AS Roma,Tammy Abraham,Chelsea FC,in,Summer,40.0,Serie A,Chelsea FC,England
AS Roma,Eldor Shomurodov,Genoa CFC,in,Summer,18.0,Serie A,Genoa CFC,Italy
AS Roma,Matías Viña,Sociedade Esportiva Palmeiras,in,Summer,13.0,Serie A,Sociedade Esportiva Palmeiras,Other
AS Roma,Roger Ibañez,Atalanta BC,in,Summer,9.0,Serie A,Atalanta BC,Italy
US Sassuolo,Ruan Tressoldi,Grêmio Foot-Ball Porto Alegrense,in,Summer,5.0,Serie A,Grêmio Foot-Ball Porto Alegrense,Other
US Sassuolo,Matheus Henrique,Grêmio Foot-Ball Porto Alegrense,in,Summer,4.0,Serie A,Grêmio Foot-Ball Porto Alegrense,Other
US Sassuolo,Jeremy Toljan,Borussia Dortmund,in,Summer,3.5,Serie A,Borussia Dortmund,Germany
US Sassuolo,Martin Erlic,Spezia Calcio,in,Summer,3.0,Serie A,Spezia Calcio,Italy
US Sassuolo,Abdou Harroui,Sparta Rotterdam,in,Summer,0.5,Serie A,Sparta Rotterdam,Netherlands
US Sassuolo,Pietro Cianci,SS Teramo Calcio,in,Summer,0.15,Serie A,SS Teramo Calcio,Italy
UC Sampdoria,Ernesto Torregrossa,Brescia Calcio,in,Summer,5.5,Serie A,Brescia Calcio,Italy
Hellas Verona,Mert Cetin,AS Roma,in,Summer,7.0,Serie A,AS Roma,Italy
Hellas Verona,Mert Cetin,AS Roma,in,Summer,7.0,Serie A,AS Roma,Italy
Hellas Verona,Kevin Lasagna,Udinese Calcio,in,Summer,6.5,Serie A,Udinese Calcio,Italy
Hellas Verona,Antonin Barak,Udinese Calcio,in,Summer,6.0,Serie A,Udinese Calcio,Italy
Hellas Verona,Federico Ceccherini,ACF Fiorentina,in,Summer,3.0,Serie A,ACF Fiorentina,Italy
Hellas Verona,Giovanni Simeone,Cagliari Calcio,in,Summer,1.5,Serie A,Cagliari Calcio,Italy
Hellas Verona,Martin Hongla,Royal Antwerp FC,in,Summer,1.0,Serie A,Royal Antwerp FC,Belgium
Hellas Verona,Gianluca Caprari,UC Sampdoria,in,Summer,0.3,Serie A,UC Sampdoria,Italy
Hellas Verona,Gianluca Caprari,UC Sampdoria,in,Summer,0.3,Serie A,UC Sampdoria,Italy
Genoa CFC,Lennart Czyborra,Atalanta BC,in,Summer,5.5,Serie A,Atalanta BC,Italy
Genoa CFC,Abdoulaye Touré,FC Nantes,in,Summer,3.5,Serie A,FC Nantes,France
Genoa CFC,Alberto Paleari,AS Cittadella,in,Summer,2.0,Serie A,AS Cittadella,Italy
Genoa CFC,Alessandro Vogliacco,Pordenone Calcio,in,Summer,2.0,Serie A,Pordenone Calcio,Italy
Genoa CFC,Felipe Caicedo,SS Lazio,in,Summer,2.0,Serie A,SS Lazio,Italy
Genoa CFC,Caleb Ekuban,Trabzonspor,in,Summer,1.9,Serie A,Trabzonspor,Other
Genoa CFC,Salvatore Sirigu,Torino FC,in,Summer,0.0,Serie A,Torino FC,Italy
Genoa CFC,Nikola Maksimovic,SSC Napoli,in,Summer,0.0,Serie A,SSC Napoli,Italy
Genoa CFC,Lorenzo Andrenacci,Brescia Calcio,in,Summer,0.0,Serie A,Brescia Calcio,Italy
Bologna FC 1909,Musa Barrow,Atalanta BC,in,Summer,14.34,Serie A,Atalanta BC,Italy
Bologna FC 1909,Sydney van Hooijdonk,NAC Breda,in,Summer,0.735,Serie A,NAC Breda,Netherlands
Udinese Calcio,Lazar Samardzic,RB Leipzig,in,Summer,3.0,Serie A,RB Leipzig,Germany
Udinese Calcio,Lazar Samardzic,RB Leipzig,in,Summer,3.0,Serie A,RB Leipzig,Germany
Udinese Calcio,Brandon Soppy,Stade Rennais FC,in,Summer,2.0,Serie A,Stade Rennais FC,France
Udinese Calcio,Isaac Success,Watford FC,in,Summer,1.8,Serie A,Watford FC,England
ACF Fiorentina,Nicolás González,VfB Stuttgart,in,Summer,24.5,Serie A,VfB Stuttgart,Germany
ACF Fiorentina,Lucas Torreira,Arsenal FC,in,Summer,1.5,Serie A,Arsenal FC,England
ACF Fiorentina,Matija Nastasić,FC Schalke 04,in,Summer,0.5,Serie A,FC Schalke 04,Germany
Spezia Calcio,Aimar Sher,Hammarby IF,in,Summer,1.45,Serie A,Hammarby IF,Other
Spezia Calcio,Léo Sena,Clube Atlético Mineiro,in,Summer,1.25,Serie A,Clube Atlético Mineiro,Other
Spezia Calcio,Emil Kornvig,Lyngby BK,in,Summer,1.13,Serie A,Lyngby BK,Other
Spezia Calcio,Arkadiusz Reca,Atalanta BC,in,Summer,1.0,Serie A,Atalanta BC,Italy
Spezia Calcio,Ebrima Colley,Atalanta BC,in,Summer,0.6,Serie A,Atalanta BC,Italy
Spezia Calcio,Rey Manaj,FC Barcelona,in,Summer,0.51,Serie A,FC Barcelona,Spain
Spezia Calcio,Kevin Agudelo,Genoa CFC,in,Summer,0.1,Serie A,Genoa CFC,Italy
Spezia Calcio,Ognjen Stijepovic,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
Spezia Calcio,Ognjen Stijepovic,UC Sampdoria,in,Summer,0.0,Serie A,UC Sampdoria,Italy
Spezia Calcio,Petko Hristov,ACF Fiorentina,in,Summer,0.0,Serie A,ACF Fiorentina,Italy
Cagliari Calcio,Gabriele Zappa,Delfino Pescara 1936,in,Summer,3.2,Serie A,Delfino Pescara 1936,Italy
Cagliari Calcio,Boris Radunović,Atalanta BC,in,Summer,0.5,Serie A,Atalanta BC,Italy
Torino FC,Josip Brekalo,VfL Wolfsburg,in,Summer,1.0,Serie A,VfL Wolfsburg,Germany
Torino FC,Josip Brekalo,VfL Wolfsburg,in,Summer,1.0,Serie A,VfL Wolfsburg,Germany
Torino FC,Magnus Warming,Lyngby BK,in,Summer,0.9,Serie A,Lyngby BK,Other
FC Empoli,Lorenzo Tonelli,UC Sampdoria,in,Summer,2.4,Serie A,UC Sampdoria,Italy
FC Empoli,Lorenzo Tonelli,UC Sampdoria,in,Summer,2.4,Serie A,UC Sampdoria,Italy
FC Empoli,Nicolas Haas,Atalanta BC,in,Summer,2.3,Serie A,Atalanta BC,Italy
FC Empoli,Ardian Ismajli,Spezia Calcio,in,Summer,2.0,Serie A,Spezia Calcio,Italy
FC Empoli,Liam Henderson,US Lecce,in,Summer,1.5,Serie A,US Lecce,Italy
FC Empoli,Giovanni Crociata,FC Crotone,in,Summer,1.0,Serie A,FC Crotone,Italy
FC Empoli,Riccardo Fiamozzi,US Lecce,in,Summer,0.5,Serie A,US Lecce,Italy
FC Empoli,Sebastiano Luperto,SSC Napoli,in,Summer,0.5,Serie A,SSC Napoli,Italy
FC Empoli,Samir Ujkani,Torino FC,in,Summer,0.0,Serie A,Torino FC,Italy
US Salernitana 1919,Riccardo Gagliolo,Parma Calcio 1913,in,Summer,2.0,Serie A,Parma Calcio 1913,Italy
US Salernitana 1919,Vincenzo Fiorillo,Delfino Pescara 1936,in,Summer,0.6,Serie A,Delfino Pescara 1936,Italy
US Salernitana 1919,Simy,FC Crotone,in,Summer,0.5,Serie A,FC Crotone,Italy
US Salernitana 1919,Lassana Coulibaly,Angers SCO,in,Summer,0.0,Serie A,Angers SCO,France
US Salernitana 1919,Franck Ribéry,ACF Fiorentina,in,Summer,0.0,Serie A,ACF Fiorentina,Italy
Venezia FC,Thomas Henry,Oud-Heverlee Leuven,in,Summer,5.5,Serie A,Oud-Heverlee Leuven,Belgium
Venezia FC,Ridgeciano Haps,Feyenoord Rotterdam,in,Summer,0.5,Serie A,Feyenoord Rotterdam,Netherlands
Venezia FC,Sofian Kiyine,SS Lazio,in,Summer,0.4,Serie A,SS Lazio,Italy
Venezia FC,David Schnegg,LASK,in,Summer,0.25,Serie A,LASK,Other
Venezia FC,Daan Heymans,Waasland-Beveren,in,Summer,0.0,Serie A,Waasland-Beveren,Belgium
Atalanta BC,Valentin Mihaila,Parma Calcio 1913,in,Winter,0.5,Serie A,Parma Calcio 1913,Italy
Juventus FC,Dusan Vlahovic,ACF Fiorentina,in,Winter,81.6,Serie A,ACF Fiorentina,Italy
Juventus FC,Denis Zakaria,Borussia Mönchengladbach,in,Winter,10.1,Serie A,Borussia Mönchengladbach,Germany
Juventus FC,Denis Zakaria,Borussia Mönchengladbach,in,Winter,10.1,Serie A,Borussia Mönchengladbach,Germany
Juventus FC,Federico Gatti,Frosinone Calcio,in,Winter,5.4,Serie A,Frosinone Calcio,Italy
SS Lazio,Jovane,Sporting CP,in,Winter,0.3,Serie A,Sporting CP,Portugal
SS Lazio,Jovane,Sporting CP,in,Winter,0.3,Serie A,Sporting CP,Portugal
AS Roma,Sérgio Oliveira,FC Porto,in,Winter,1.0,Serie A,FC Porto,Portugal
AS Roma,Ainsley Maitland-Niles,Arsenal FC,in,Winter,0.5,Serie A,Arsenal FC,England
US Sassuolo,Luca Moro,Calcio Padova,in,Winter,3.0,Serie A,Calcio Padova,Italy
UC Sampdoria,Andrea Conti,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
UC Sampdoria,Andrea Conti,AC Milan,in,Winter,0.0,Serie A,AC Milan,Italy
Hellas Verona,Panagiotis Retsos,Bayer 04 Leverkusen,in,Winter,0.0,Serie A,Bayer 04 Leverkusen,Germany
Hellas Verona,Panagiotis Retsos,Bayer 04 Leverkusen,in,Winter,0.0,Serie A,Bayer 04 Leverkusen,Germany
Genoa CFC,Kelvin Yeboah,SK Sturm Graz,in,Winter,6.5,Serie A,SK Sturm Graz,Other
Genoa CFC,Kelvin Yeboah,SK Sturm Graz,in,Winter,6.5,Serie A,SK Sturm Graz,Other
Genoa CFC,Roberto Piccoli,Atalanta BC,in,Winter,1.8,Serie A,Atalanta BC,Italy
Genoa CFC,Albert Gudmundsson,AZ Alkmaar,in,Winter,1.2,Serie A,AZ Alkmaar,Netherlands
Cagliari Calcio,Matteo Lovato,Atalanta BC,in,Winter,1.0,Serie A,Atalanta BC,Italy
US Salernitana 1919,Simy,FC Crotone,in,Winter,3.5,Serie A,FC Crotone,Italy
US Salernitana 1919,Mikael,Sport Club do Recife,in,Winter,0.8,Serie A,Sport Club do Recife,Other
US Salernitana 1919,Ivan Radovanovic,Genoa CFC,in,Winter,0.0,Serie A,Genoa CFC,Italy
US Salernitana 1919,Federico Fazio,AS Roma,in,Winter,0.0,Serie A,AS Roma,Italy
US Salernitana 1919,Federico Fazio,AS Roma,in,Winter,0.0,Serie A,AS Roma,Italy
AC Milan,Charles De Ketelaere,Club Brugge KV,in,Summer,32.0,Serie A,Club Brugge KV,Belgium
AC Milan,Charles De Ketelaere,Club Brugge KV,in,Summer,32.0,Serie A,Club Brugge KV,Belgium
AC Milan,Malick Thiaw,FC Schalke 04,in,Summer,7.0,Serie A,FC Schalke 04,Germany
AC Milan,Junior Messias,FC Crotone,in,Summer,4.5,Serie A,FC Crotone,Italy
AC Milan,Alessandro Florenzi,AS Roma,in,Summer,2.7,Serie A,AS Roma,Italy
AC Milan,Alessandro Florenzi,AS Roma,in,Summer,2.7,Serie A,AS Roma,Italy
AC Milan,Aster Vranckx,VfL Wolfsburg,in,Summer,2.0,Serie A,VfL Wolfsburg,Germany
AC Milan,Aster Vranckx,VfL Wolfsburg,in,Summer,2.0,Serie A,VfL Wolfsburg,Germany
AC Milan,Divock Origi,Liverpool FC,in,Summer,0.0,Serie A,Liverpool FC,England
Inter Milan,Joaquín Correa,SS Lazio,in,Summer,23.6,Serie A,SS Lazio,Italy
Inter Milan,Romelu Lukaku,Chelsea FC,in,Summer,7.8,Serie A,Chelsea FC,England
Inter Milan,Raoul Bellanova,Cagliari Calcio,in,Summer,3.0,Serie A,Cagliari Calcio,Italy
Inter Milan,Henrikh Mkhitaryan,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
Inter Milan,Henrikh Mkhitaryan,AS Roma,in,Summer,0.0,Serie A,AS Roma,Italy
SSC Napoli,Mathías Olivera,Getafe CF,in,Summer,16.5,Serie A,Getafe CF,Spain
SSC Napoli,Frank Anguissa,Fulham FC,in,Summer,16.0,Serie A,Fulham FC,England
SSC Napoli,Salvatore Sirigu,Genoa CFC,in,Summer,0.0,Serie A,Genoa CFC,Italy
Juventus FC,Federico Chiesa,ACF Fiorentina,in,Summer,42.5,Serie A,ACF Fiorentina,Italy
Juventus FC,Bremer,Torino FC,in,Summer,41.0,Serie A,Torino FC,Italy
Juventus FC,Filip Kostić,Eintracht Frankfurt,in,Summer,13.0,Serie A,Eintracht Frankfurt,Germany
Juventus FC,Filip Kostić,Eintracht Frankfurt,in,Summer,13.0,Serie A,Eintracht Frankfurt,Germany
Juventus FC,Andrea Cambiaso,Genoa CFC,in,Summer,8.8,Serie A,Genoa CFC,Italy
SS Lazio,Luís Maximiano,Granada CF,in,Summer,10.1,Serie A,Granada CF,Spain
SS Lazio,Mario Gila,Real Madrid Castilla,in,Summer,6.0,Serie A,Real Madrid Castilla,Spain
SS Lazio,Ivan Provedel,Spezia Calcio,in,Summer,2.0,Serie A,Spezia Calcio,Italy
SS Lazio,Alessio Romagnoli,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
SS Lazio,Alessio Romagnoli,AC Milan,in,Summer,0.0,Serie A,AC Milan,Italy
AS Roma,Mile Svilar,SL Benfica,in,Summer,0.0,Serie A,SL Benfica,Portugal
AS Roma,Paulo Dybala,Juventus FC,in,Summer,0.0,Serie A,Juventus FC,Italy
AS Roma,Andrea Belotti,Torino FC,in,Summer,0.0,Serie A,Torino FC,Italy
ACF Fiorentina,Rolando Mandragora,Juventus FC,in,Summer,8.2,Serie A,Juventus FC,Italy
ACF Fiorentina,Pierluigi Gollini,Atalanta BC,in,Summer,0.49,Serie A,Atalanta BC,Italy
Atalanta BC,Éderson,US Salernitana 1919,in,Summer,21.4,Serie A,US Salernitana 1919,Italy
Atalanta BC,Merih Demiral,Juventus FC,in,Summer,21.0,Serie A,Juventus FC,Italy
Atalanta BC,Rasmus Højlund,SK Sturm Graz,in,Summer,17.2,Serie A,SK Sturm Graz,Other
Atalanta BC,Rasmus Højlund,SK Sturm Graz,in,Summer,17.2,Serie A,SK Sturm Graz,Other
Atalanta BC,Ademola Lookman,RB Leipzig,in,Summer,9.2,Serie A,RB Leipzig,Germany
Atalanta BC,Ademola Lookman,RB Leipzig,in,Summer,9.2,Serie A,RB Leipzig,Germany
Atalanta BC,Brandon Soppy,Udinese Calcio,in,Summer,9.1,Serie A,Udinese Calcio,Italy
Hellas Verona,Giovanni Simeone,Cagliari Calcio,in,Summer,10.5,Serie A,Cagliari Calcio,Italy
Hellas Verona,Thomas Henry,Venezia FC,in,Summer,5.0,Serie A,Venezia FC,Italy
Hellas Verona,Gianluca Caprari,UC Sampdoria,in,Summer,5.0,Serie A,UC Sampdoria,Italy
Hellas Verona,Gianluca Caprari,UC Sampdoria,in,Summer,5.0,Serie A,UC Sampdoria,Italy
Hellas Verona,Martin Hongla,Royal Antwerp FC,in,Summer,3.7,Serie A,Royal Antwerp FC,Belgium
Hellas Verona,Josh Doig,Hibernian FC,in,Summer,3.6,Serie A,Hibernian FC,Other
Hellas Verona,Isak Hien,Djurgårdens IF,in,Summer,3.2,Serie A,Djurgårdens IF,Other
Hellas Verona,Lorenzo Montipò,Benevento Calcio,in,Summer,1.0,Serie A,Benevento Calcio,Italy
Hellas Verona,Daniele Ghilardi,ACF Fiorentina,in,Summer,0.5,Serie A,ACF Fiorentina,Italy
Hellas Verona,Ajdin Hrustic,Eintracht Frankfurt,in,Summer,0.5,Serie A,Eintracht Frankfurt,Germany
Hellas Verona,Ajdin Hrustic,Eintracht Frankfurt,in,Summer,0.5,Serie A,Eintracht Frankfurt,Germany
Hellas Verona,Yayah Kallon,Genoa CFC,in,Summer,0.4,Serie A,Genoa CFC,Italy
Hellas Verona,Dramane Konaté,Paganese Calcio 1926,in,Summer,0.0,Serie A,Paganese Calcio 1926,Italy
Hellas Verona,Simone Perilli,Brescia Calcio,in,Summer,0.0,Serie A,Brescia Calcio,Italy
Hellas Verona,Milan Djuric,US Salernitana 1919,in,Summer,0.0,Serie A,US Salernitana 1919,Italy
Torino FC,Aleksey Miranchuk,Atalanta BC,in,Summer,0.98,Serie A,Atalanta BC,Italy
US Sassuolo,Kristian Thorstvedt,KRC Genk,in,Summer,10.0,Serie A,KRC Genk,Belgium
US Sassuolo,Armand Laurienté,FC Lorient,in,Summer,10.0,Serie A,FC Lorient,France
US Sassuolo,Matheus Henrique,Grêmio Foot-Ball Porto Alegrense,in,Summer,8.0,Serie A,Grêmio Foot-Ball Porto Alegrense,Other
US Sassuolo,Janis Antiste,Spezia Calcio,in,Summer,5.1,Serie A,Spezia Calcio,Italy
US Sassuolo,Abdou Harroui,Sparta Rotterdam,in,Summer,3.0,Serie A,Sparta Rotterdam,Netherlands
US Sassuolo,Riccardo Ciervo,AS Roma,in,Summer,2.0,Serie A,AS Roma,Italy
US Sassuolo,Riccardo Ciervo,AS Roma,in,Summer,2.0,Serie A,AS Roma,Italy
Udinese Calcio,Hassane Kamara,Watford FC,in,Summer,19.0,Serie A,Watford FC,England
Udinese Calcio,Beto,Portimonense SC,in,Summer,7.0,Serie A,Portimonense SC,Portugal
Udinese Calcio,Adam Masina,Watford FC,in,Summer,5.0,Serie A,Watford FC,England
Udinese Calcio,Enzo Ebosse,Angers SCO,in,Summer,4.0,Serie A,Angers SCO,France
Udinese Calcio,Kingsley Ehizibue,1. FC Köln,in,Summer,1.5,Serie A,1. FC Köln,Germany
Bologna FC 1909,Jhon Lucumí,KRC Genk,in,Summer,8.0,Serie A,KRC Genk,Belgium
Bologna FC 1909,Arthur Theate,KV Oostende,in,Summer,6.75,Serie A,KV Oostende,Belgium
Bologna FC 1909,Lewis Ferguson,Aberdeen FC,in,Summer,3.5,Serie A,Aberdeen FC,Other
Bologna FC 1909,Andrea Cambiaso,Juventus FC,in,Summer,1.97,Serie A,Juventus FC,Italy
Bologna FC 1909,Matteo Angeli,Imolese Calcio 1919,in,Summer,0.3,Serie A,Imolese Calcio 1919,Italy
Bologna FC 1909,Charalampos Lykogiannis,Cagliari Calcio,in,Summer,0.0,Serie A,Cagliari Calcio,Italy
FC Empoli,Guglielmo Vicario,Cagliari Calcio,in,Summer,8.5,Serie A,Cagliari Calcio,Italy
FC Empoli,Razvan Marin,Cagliari Calcio,in,Summer,1.0,Serie A,Cagliari Calcio,Italy
FC Empoli,Sebastiano Luperto,SSC Napoli,in,Summer,0.5,Serie A,SSC Napoli,Italy
FC Empoli,Nicolò Cambiaghi,Atalanta BC,in,Summer,0.5,Serie A,Atalanta BC,Italy
FC Empoli,Sam Lammers,Atalanta BC,in,Summer,0.5,Serie A,Atalanta BC,Italy
FC Empoli,Mattia Destro,Genoa CFC,in,Summer,0.0,Serie A,Genoa CFC,Italy
